area,direction,district,house,price,traffic,type
107㎡,朝南,普陀,祥和星宇花园(公寓) 2室2厅 南,6500,0,2室2厅1卫
35㎡,朝南,普陀,新长小区 1室0厅 南,4200,1043,1室0厅1卫
75㎡,朝南,普陀,整租·怡佳公寓 2室2厅 南/北,5800,0,2室2厅1卫
122㎡,朝南,普陀,整租·音乐广场 2室2厅 南,12000,871,2室2厅2卫
98㎡,朝南,普陀,整租·新湖明珠城 2室2厅 南,9700,339,2室2厅1卫
106㎡,朝南,普陀,中远两湾城 2室2厅 南,9500,183,2室2厅1卫
70㎡,朝南,普陀,整租·真情公寓 1室1厅 南,4500,0,1室1厅1卫
109㎡,朝西南,普陀,西部大楼 3室1厅 西南/西,9800,1132,3室1厅1卫
245㎡,朝南,普陀,沁和园 4室2厅 南,26000,775,4室2厅3卫
135㎡,朝南,普陀,整租·半岛花园 3室2厅 南,13800,356,3室2厅2卫
84㎡,朝南,普陀,整租·泰欣嘉园 2室2厅 南,13000,1,2室2厅1卫
88㎡,朝南,普陀,达安春之声 2室2厅 南,7800,436,2室2厅1卫
123㎡,朝东南,普陀,整租·云都苑 3室2厅 东南,13000,553,3室2厅2卫
101㎡,朝南,普陀,秋月枫舍 2室2厅 南,11000,255,2室2厅1卫
59㎡,朝南,普陀,梅六小区 2室1厅 南,6000,1113,2室1厅1卫
32㎡,朝东,普陀,整租·圣天地酒店式公寓 1室0厅 东,5200,564,1室0厅1卫
100㎡,朝南,普陀,愉景华庭 2室2厅 南/北,7200,797,2室2厅1卫
68㎡,朝南,普陀,梅岭苑 1室1厅 南,5600,363,1室1厅1卫
74㎡,朝东南,普陀,光新大楼 1室1厅 东南,7300,610,1室1厅1卫
141㎡,朝南,普陀,整租·新湖明珠城 3室2厅 南,14000,339,3室2厅2卫
35㎡,朝南,普陀,新长小区 1室1厅 南,4000,1043,1室1厅1卫
108㎡,朝南,普陀,中骏天悦 3室2厅 南,14000,826,3室2厅2卫
240㎡,朝南,普陀,整租·华府樟园 3室2厅 南/北,35500,734,3室2厅3卫
225㎡,朝南,普陀,整租·泰欣嘉园 4室2厅 南,35000,1,4室2厅3卫
117㎡,朝南,普陀,整租·苏堤春晓名苑 2室2厅 南,12000,307,2室2厅1卫
105㎡,朝南,普陀,清涧六街坊 3室1厅 南,6200,0,3室1厅1卫
126㎡,朝南,普陀,阳光威尼斯(二期) 3室2厅 南,7000,0,3室2厅2卫
60㎡,朝南,普陀,德怡苑 2室1厅 南,7800,499,2室1厅1卫
77㎡,朝南,普陀,整租·清涧四街坊 2室1厅 南,6000,1189,2室1厅1卫
205㎡,朝南,普陀,中鹰黑森林 3室2厅 南/西/北,22000,892,3室2厅2卫
107㎡,朝南,普陀,真建花苑 3室2厅 南/北,6800,0,3室2厅2卫
43㎡,朝南,普陀,梅北小区 1室1厅 南/北,4700,1164,1室1厅1卫
69㎡,朝南,普陀,中星宜川花苑 2室1厅 南,5800,0,2室1厅1卫
126㎡,朝南,普陀,整租·愉景华庭 3室2厅 南,9000,797,3室2厅2卫
95㎡,朝西南,普陀,整租·品尊国际 2室2厅 西南,13000,181,2室2厅1卫
87㎡,朝南,普陀,整租·圣骊澳门苑 1室2厅 南,9000,1096,1室2厅1卫
125㎡,朝南,普陀,整租·上青佳园 3室1厅 南,13500,242,3室1厅1卫
129㎡,朝南,普陀,中骏天悦 4室2厅 南,18000,826,4室2厅3卫
140㎡,朝南,普陀,象源丽都 3室2厅 南/北,12000,787,3室2厅2卫
112㎡,朝南,普陀,整租·绿洲城市花园 2室2厅 南/北,15000,484,2室2厅2卫
122㎡,朝南,普陀,整租·浅水湾恺悦名城 2室2厅 南,15000,1000,2室2厅2卫
124㎡,朝东南,普陀,中远两湾城 3室1厅 东南,12800,183,3室1厅1卫
150㎡,朝南,普陀,整租·中远两湾城 3室2厅 南,13000,183,3室2厅2卫
170㎡,朝南,普陀,整租·泰欣嘉园 3室1厅 南,18500,1,3室1厅2卫
53㎡,朝南,普陀,长征家苑 1室1厅 南,5000,0,1室1厅1卫
96㎡,朝南,普陀,品尊国际 2室2厅 南,12000,181,2室2厅1卫
294㎡,朝南,普陀,中海紫御豪庭(公寓) 4室3厅 南,40000,484,4室3厅4卫
72㎡,朝南,普陀,安居古浪新苑 2室1厅 南/北,4600,0,2室1厅1卫
52㎡,朝南,普陀,曹家巷小区 2室1厅 南,6000,140,2室1厅1卫
33㎡,朝西南,普陀,整租·新天大厦 1室1厅 西南,4500,1151,1室1厅1卫
136㎡,朝南,普陀,香溢花城(住宅) 3室2厅 南,16500,413,3室2厅2卫
160㎡,朝南,普陀,泰欣嘉园 3室2厅 南,22000,1,3室2厅2卫
68㎡,朝东,普陀,整租·乐活居 1室1厅 东,10500,825,1室1厅1卫
94㎡,朝南,普陀,雅戈尔长风8号 2室2厅 南,14000,776,2室2厅1卫
138㎡,朝东南,普陀,整租·象源丽都 3室2厅 东南,13000,787,3室2厅2卫
42㎡,朝南,普陀,绿地世纪城(三期) 1室0厅 南,6500,271,1室0厅1卫
149㎡,朝南,普陀,万景园 4室2厅 南,12000,330,4室2厅2卫
133㎡,朝南,普陀,整租·阳光威尼斯(四期)(公寓) 3室2厅 南/北,7800,0,3室2厅2卫
90㎡,朝南,普陀,整租·浅水湾恺悦名城 2室2厅 南,13000,1000,2室2厅1卫
40㎡,朝南,普陀,整租·玉城宝都大厦 1室0厅 南,4200,415,1室0厅1卫
142㎡,朝南,普陀,整租·中山润园 3室2厅 南/北,22000,893,3室2厅2卫
42㎡,朝南,普陀,整租·澳门小区 1室1厅 南,4800,340,1室1厅1卫
121㎡,朝南,普陀,整租·新湖明珠城 2室2厅 南,14000,339,2室2厅1卫
123㎡,朝南,普陀,整租·明丰世纪苑 3室2厅 南,7500,613,3室2厅2卫
78㎡,朝南,普陀,海普苑 2室1厅 南,5500,0,2室1厅1卫
71㎡,朝南,普陀,整租·浅水湾恺悦名城 1室2厅 南,10000,1000,1室2厅1卫
169㎡,朝南,普陀,整租·华侨城(普陀) 3室2厅 南/北,25000,154,3室2厅2卫
89㎡,朝南,普陀,安居兰庭 2室2厅 南,9000,883,2室2厅1卫
34㎡,朝南,普陀,整租·东沙小区 1室1厅 南,4500,613,1室1厅1卫
58㎡,朝南,普陀,整租·新湖明珠城 1室2厅 南,7500,339,1室2厅1卫
80㎡,朝南,普陀,整租·中山润园 2室1厅 南,15000,893,2室1厅1卫
128㎡,朝南,普陀,祥和星宇花园(公寓) 3室2厅 南/北,7566,0,3室2厅2卫
149㎡,朝南,普陀,中山润园 4室2厅 南,22000,893,4室2厅2卫
45㎡,朝西南,普陀,整租·隆德小区 1室1厅 西南/北,6800,97,1室1厅1卫
69㎡,朝南,普陀,整租·中星宜川花苑 2室1厅 南,5500,0,2室1厅1卫
258㎡,朝南,普陀,李子园一村 9室1厅 南,12500,386,9室1厅1卫
109㎡,朝南,普陀,整租·星河世纪城 2室2厅 南,7900,787,2室2厅1卫
85㎡,朝南,普陀,申兴华庭 2室1厅 南,9500,1051,2室1厅1卫
119㎡,朝南,普陀,雅戈尔长风8号 2室2厅 南,17500,776,2室2厅2卫
103㎡,朝南,普陀,整租·新湖明珠城 2室2厅 南,11000,339,2室2厅1卫
56㎡,朝南,普陀,大隆花苑 1室1厅 南,4500,0,1室1厅1卫
116㎡,朝南,普陀,整租·芝巷公寓 2室2厅 南/北,8500,567,2室2厅2卫
160㎡,朝南,普陀,整租·泰欣嘉园 3室2厅 南,18000,1,3室2厅2卫
45㎡,朝南,普陀,和丰苑 1室1厅 南,6800,669,1室1厅1卫
105㎡,朝东南,普陀,整租·苏堤春晓名苑 2室2厅 东南,12000,307,2室2厅1卫
97㎡,朝南,普陀,整租·苏堤春晓名苑 2室1厅 南,11000,307,2室1厅1卫
35㎡,朝南,普陀,宜川五村 1室1厅 南,4000,1058,1室1厅1卫
106㎡,朝南,普陀,大华颐和华城(公寓) 2室2厅 南,7000,953,2室2厅1卫
147㎡,朝南,普陀,万里一期 4室2厅 南,8500,739,4室2厅2卫
72㎡,朝西北,普陀,整租·乐活居 2室1厅 西北,11500,825,2室1厅1卫
72㎡,朝南,普陀,整租·莲花公寓(普陀) 2室1厅 南,5500,0,2室1厅1卫
36㎡,朝南,普陀,长风二村长风馨苑 1室1厅 南,4200,370,1室1厅1卫
134㎡,朝南,普陀,整租·恒盛鼎城圣都汇 3室2厅 南,10000,0,3室2厅2卫
63㎡,朝南,普陀,长征家苑 1室2厅 南,5300,0,1室2厅1卫
98㎡,朝南,普陀,金沙嘉年华 2室2厅 南/北,10000,559,2室2厅1卫
83㎡,朝南,普陀,和丰苑 3室1厅 南,8500,669,3室1厅1卫
135㎡,朝南,普陀,泰欣嘉园 3室2厅 南,18500,1,3室2厅2卫
31㎡,朝南,普陀,光新三村 1室0厅 南,3800,1142,1室0厅1卫
230㎡,朝南,普陀,整租·雅戈尔长风8号 4室2厅 南,30000,776,4室2厅4卫
127㎡,朝南,普陀,整租·圣骊澳门苑 3室2厅 南,12000,1096,3室2厅1卫
41㎡,朝南,普陀,整租·真光七街坊 1室1厅 南,3900,0,1室1厅1卫
113㎡,朝南,普陀,整租·愉景华庭 2室2厅 南,8200,797,2室2厅1卫
205㎡,朝南,普陀,品尊国际 4室2厅 南,27000,181,4室2厅3卫
203㎡,朝南,普陀,整租·大华颐和华城(别墅) 6室3厅 跃层 南,25000,1068,6室3厅3卫
139㎡,朝南,普陀,整租·江南名庐 3室2厅 南/北,15500,206,3室2厅2卫
107㎡,朝南,普陀,整租·明丰世纪苑 2室2厅 南,6500,613,2室2厅1卫
130㎡,朝南,普陀,整租·大华颐和华城(公寓) 4室3厅 南,13000,953,4室3厅2卫
101㎡,朝南,普陀,象源丽都 2室2厅 南,9500,787,2室2厅1卫
225㎡,朝南,普陀,国浩长风汇都 4室2厅 南,31000,495,4室2厅4卫
131㎡,朝南,普陀,整租·常德名园 3室2厅 南,16000,50,3室2厅2卫
41㎡,朝南,普陀,章家巷小区 1室1厅 南,3900,0,1室1厅1卫
151㎡,朝南,普陀,整租·中远两湾城 3室2厅 南,15000,183,3室2厅2卫
137㎡,朝南,普陀,整租·河滨围城 3室2厅 南,14500,749,3室2厅2卫
94㎡,朝南,普陀,品尊国际 2室2厅 南,13000,181,2室2厅1卫
47㎡,朝东南,普陀,中环大厦 1室1厅 东南,5500,608,1室1厅1卫
85㎡,朝南,普陀,整租·江南名庐 2室2厅 南,9800,206,2室2厅1卫
58㎡,朝南,普陀,岚皋西路285弄 1室1厅 南,3980,1171,1室1厅1卫
130㎡,朝南,普陀,整租·上青佳园 3室2厅 南,13500,242,3室2厅2卫
88㎡,朝南,普陀,海棠苑 2室2厅 南/北,6800,0,2室2厅1卫
100㎡,朝南,普陀,秋月枫舍 2室2厅 南,11000,255,2室2厅1卫
29㎡,朝南,普陀,桂巷新村 1室0厅 南,3500,1070,1室0厅1卫
120㎡,朝南,普陀,整租·中山润园 3室2厅 南,14000,893,3室2厅1卫
57㎡,朝南,普陀,整租·北石路124号 2室1厅 南,6700,471,2室1厅1卫
102㎡,朝南,普陀,宝华城市之星 2室2厅 南,16800,923,2室2厅1卫
85㎡,朝南,普陀,申兴华庭 2室1厅 南,8500,1051,2室1厅1卫
76㎡,朝东南,普陀,整租·阳光威尼斯(三期) 1室2厅 东南,4500,0,1室2厅1卫
66㎡,朝南,普陀,整租·真光第四小区 2室1厅 南,5500,0,2室1厅1卫
102㎡,朝南,普陀,整租·逸流公寓 2室2厅 南,11000,567,2室2厅1卫
101㎡,朝东南,普陀,整租·世纪之门 2室2厅 东南,12000,814,2室2厅1卫
271㎡,朝南,普陀,整租·水岸豪庭 5室3厅 南/北,23500,216,5室3厅3卫
120㎡,朝南,普陀,整租·上海知音苑 2室2厅 南,12500,317,2室2厅2卫
59㎡,朝南,普陀,梅六小区 2室1厅 南,5500,1113,2室1厅1卫
71㎡,朝南,普陀,莲花公寓(普陀) 2室1厅 南,5000,0,2室1厅1卫
91㎡,朝南,普陀,建德花园玫瑰苑(公寓) 2室2厅 南/北,7400,683,2室2厅1卫
152㎡,朝南,普陀,整租·新湖明珠城 4室2厅 南/北,19800,339,4室2厅2卫
67㎡,朝南,普陀,华师大一村 3室1厅 南,8200,391,3室1厅1卫
51㎡,朝南,普陀,宜川六村 2室0厅 南,4800,739,2室0厅1卫
53㎡,朝南,普陀,章家巷小区 2室1厅 南,5000,0,2室1厅1卫
37㎡,朝南,普陀,整租·澳门小区 1室1厅 南,4500,340,1室1厅1卫
83㎡,朝南,普陀,和丰苑 3室1厅 南/北,8000,669,3室1厅1卫
81㎡,朝南,普陀,书香名第 3室1厅 南,8500,0,3室1厅1卫
63㎡,朝南,普陀,整租·日高公寓 1室1厅 南,8200,465,1室1厅1卫
97㎡,朝南,普陀,恒盛鼎城圣都汇 3室2厅 南/北,7100,0,3室2厅1卫
95㎡,朝南,普陀,整租·德怡苑 3室1厅 南,9000,499,3室1厅1卫
96㎡,朝西北,普陀,宜川三村 3室1厅 西北,7000,421,3室1厅1卫
51㎡,朝南,普陀,龚家宅 2室0厅 南/北,4800,802,2室0厅1卫
96㎡,朝南,长宁,整租·金狮公寓 1室1厅 南,16000,651,1室1厅1卫
140㎡,朝南,长宁,整租·虹德苑 3室2厅 南/北,15000,522,3室2厅2卫
141㎡,朝南,长宁,虹桥豪苑 2室2厅 南,20000,693,2室2厅2卫
136㎡,朝东北,长宁,整租·比利华公寓 2室2厅 东北,22000,470,2室2厅1卫
105㎡,朝南,长宁,整租·兴联大厦 2室2厅 南,10000,670,2室2厅1卫
180㎡,朝南,长宁,景博花园 3室2厅 南,16000,892,3室2厅2卫
68㎡,朝南,长宁,虹桥万博花园 1室1厅 南,11000,715,1室1厅1卫
120㎡,朝南,长宁,长发虹桥公寓 3室2厅 南,17000,338,3室2厅2卫
145㎡,朝东北,长宁,雅典花苑 2室2厅 东北,15500,987,2室2厅2卫
480㎡,朝南,长宁,温莎豪园 5室4厅 南,78000,9,5室4厅5卫
460㎡,朝南,长宁,温莎豪园 6室4厅 南,90000,9,6室4厅7卫
203㎡,朝北,长宁,君悦花园 4室2厅 北,30000,551,4室2厅2卫
146㎡,朝南,长宁,整租·城宁花苑 3室2厅 南,18000,434,3室2厅2卫
106㎡,朝南,长宁,虹桥万博花园 2室2厅 南/北,10500,715,2室2厅1卫
174㎡,朝南,长宁,虹景花苑 4室2厅 南,16500,863,4室2厅3卫
97㎡,朝南,长宁,整租·仲达公寓 2室1厅 南,8500,662,2室1厅1卫
104㎡,朝南,长宁,整租·恬园风云汇 2室2厅 南,12000,842,2室2厅1卫
111㎡,朝南,长宁,整租·利星国际广场 2室2厅 南,11600,1051,2室2厅2卫
85㎡,朝东南,长宁,衡辰公寓 2室2厅 东南,12000,74,2室2厅1卫
41㎡,朝西,长宁,新时空国际商务广场 1室0厅 西,6500,102,1室0厅1卫
41㎡,朝西南,长宁,整租·新时空国际商务广场 1室0厅 西南,6500,102,1室0厅1卫
33㎡,朝南,长宁,整租·宁康小区 1室0厅 南,5200,319,1室0厅1卫
75㎡,朝南,长宁,新天地河滨花园 1室2厅 南,13000,857,1室2厅1卫
132㎡,朝南,长宁,整租·新华豪庭 3室1厅 南,17000,375,3室1厅2卫
157㎡,朝南,长宁,虹桥河滨花园 3室2厅 南,18000,1084,3室2厅2卫
162㎡,朝南,长宁,整租·金色贝拉维 3室2厅 南,27000,846,3室2厅2卫
147㎡,朝南,长宁,淮海世纪花苑 4室0厅 南,15000,492,4室0厅2卫
181㎡,朝南,长宁,整租·兆丰嘉园 4室2厅 南,30000,92,4室2厅2卫
84㎡,朝东南,长宁,整租·比利华公寓 1室1厅 东南,22000,470,1室1厅1卫
176㎡,朝南,长宁,整租·嘉里华庭 3室2厅 南,30000,920,3室2厅3卫
71㎡,朝南,长宁,整租·御翠豪庭 1室2厅 南,16000,575,1室2厅1卫
41㎡,朝西,长宁,整租·新时空国际商务广场 1室0厅 西,6000,102,1室0厅1卫
159㎡,朝南,长宁,整租·古北国际花园 3室2厅 南,29000,700,3室2厅2卫
86㎡,朝南,长宁,整租·天山怡景苑 2室2厅 南,12300,375,2室2厅1卫
71㎡,朝南,长宁,整租·御翠豪庭 1室2厅 南,16000,575,1室2厅1卫
68㎡,朝南,长宁,整租·虹桥万博花园 1室2厅 南,10000,715,1室2厅1卫
34㎡,朝南,长宁,悦茂可乐公馆 2室1厅 南,6500,0,2室1厅1卫
41㎡,朝西南,长宁,整租·新时空国际商务广场 1室1厅 西南,6500,102,1室1厅1卫
75㎡,朝南,长宁,协和苑 2室2厅 南/西,6500,0,2室2厅1卫
131㎡,朝南,长宁,古北国际广场 2室2厅 南,17500,597,2室2厅2卫
165㎡,朝南,长宁,整租·四季晶园 4室2厅 南,25000,850,4室2厅2卫
178㎡,朝南,长宁,整租·维多利亚(公寓) 3室2厅 南,22000,501,3室2厅2卫
170㎡,朝南,长宁,虹桥豪苑 3室2厅 南/北,27000,693,3室2厅2卫
262㎡,朝南,长宁,龙柏花苑(别墅) 5室2厅 南,40000,684,5室2厅2卫
72㎡,朝南,长宁,古北国际花园 1室2厅 南,13980,700,1室2厅1卫
142㎡,朝南,长宁,整租·利星国际广场 3室2厅 南,15000,1051,3室2厅2卫
71㎡,朝南,长宁,整租·御翠豪庭 1室1厅 南/北,16500,575,1室1厅1卫
163㎡,朝向暂无,长宁,天山商厦 3室2厅,17000,104,3室2厅2卫
97㎡,朝西北,长宁,整租·凯欣豪园 2室2厅 西北,17500,125,2室2厅2卫
127㎡,朝南,长宁,海伦公寓 3室1厅 南,13500,752,3室1厅2卫
151㎡,朝南,长宁,虹桥怡景苑 3室2厅 南,16000,0,3室2厅2卫
92㎡,朝东,长宁,整租·尚泰里 2室2厅 东/南,19000,310,2室2厅1卫
122㎡,朝南,长宁,整租·鹿特丹花园 2室2厅 南,17000,681,2室2厅2卫
188㎡,朝南,长宁,整租·强生古北花园 2室2厅 南,20000,956,2室2厅2卫
117㎡,朝南,长宁,长发虹桥公寓 2室2厅 南,15000,338,2室2厅2卫
245㎡,朝南,长宁,整租·新梅泉苑 5室3厅 南,50000,614,5室3厅3卫
379㎡,朝南,长宁,整租·虹桥城市花园(别墅) 8室2厅 南,70000,652,8室2厅3卫
158㎡,朝南,长宁,整租·古北瑞仕花园 3室2厅 南,28000,653,3室2厅2卫
67㎡,朝南,普陀,中远两湾城 1室2厅 南,6800,183,1室2厅1卫
37㎡,朝北,普陀,石泉苑 1室1厅 北,4500,631,1室1厅1卫
47㎡,朝南,普陀,整租·德怡苑 2室1厅 南,6000,499,2室1厅1卫
89㎡,朝南,普陀,恒盛鼎城圣都汇 2室1厅 南,7000,0,2室1厅1卫
32㎡,朝南,普陀,整租·圣天地酒店式公寓 1室1厅 南,5000,564,1室1厅1卫
75㎡,朝南,普陀,金沙江小区 3室1厅 南,9500,169,3室1厅1卫
42㎡,朝南,普陀,长风大楼 1室0厅 南,3500,500,1室0厅0卫
26㎡,朝北,普陀,平民后村 1室0厅 北,3300,517,1室0厅1卫
68㎡,朝南,普陀,整租·中远两湾城 1室2厅 南,7600,183,1室2厅1卫
60㎡,朝南,普陀,管弄五六街坊 2室1厅 南/北,6000,287,2室1厅1卫
40㎡,朝南,普陀,新宜小区 1室1厅 南,3400,0,1室1厅1卫
70㎡,朝南,普陀,金莲坊 2室1厅 南,5000,1135,2室1厅1卫
50㎡,朝南,普陀,整租·泰山三村 2室1厅 南/北,4800,1000,2室1厅1卫
37㎡,朝南,普陀,真北二街坊 2室1厅 南,4800,561,2室1厅1卫
67㎡,朝南,普陀,银都名庭 2室1厅 南,5800,205,2室1厅1卫
81㎡,朝南,普陀,整租·金沙雅苑(一期) 2室2厅 南,6500,273,2室2厅1卫
91㎡,朝南,普陀,整租·中远两湾城 1室2厅 南,7500,183,1室2厅1卫
41㎡,朝南,普陀,紫腾苑小区 1室1厅 南,3000,663,1室1厅1卫
34㎡,朝南,普陀,宜川六村 1室1厅 南,3500,739,1室1厅1卫
43㎡,朝南,普陀,桃浦七村雪松苑 1室1厅 南,2900,716,1室1厅1卫
46㎡,朝南,普陀,华池路15号 2室1厅 南,4200,1036,2室1厅1卫
31㎡,朝南,普陀,曹杨八村 1室1厅 南/北,3000,275,1室1厅1卫
62㎡,朝南,普陀,整租·真光新村第二小区 2室1厅 南,4600,0,2室1厅1卫
98㎡,朝南,普陀,整租·中远两湾城 2室2厅 南,8200,183,2室2厅1卫
48㎡,朝南,普陀,紫腾苑小区 2室0厅 南,3500,663,2室0厅1卫
61㎡,朝南,普陀,南泉苑 2室1厅 南/北,4900,578,2室1厅1卫
51㎡,朝南,普陀,长风四村 2室1厅 南,5200,191,2室1厅1卫
30㎡,朝南,普陀,整租·中远两湾城 1室0厅 南,1100,183,1室0厅0卫
41㎡,朝南,普陀,桃浦三村和乐苑 1室0厅 南,2800,108,1室0厅1卫
162㎡,朝南,长宁,金色贝拉维 3室2厅 南,26000,846,3室2厅2卫
94㎡,朝南,长宁,整租·古北国际广场 2室1厅 南,22000,597,2室1厅1卫
39㎡,朝南,普陀,整租·武宁一村 1室0厅 南,4000,809,1室0厅1卫
34㎡,朝南,普陀,赵家花园 1室0厅 南,3800,928,1室0厅1卫
63㎡,朝南,普陀,整租·真光七街坊 2室1厅 南,4000,0,2室1厅1卫
75㎡,朝南,普陀,整租·友谊大楼 1室2厅 南,8000,153,1室2厅1卫
186㎡,朝南,普陀,整租·新湖明珠城 3室2厅 南,15000,339,3室2厅2卫
50㎡,朝南,普陀,整租·梅岭苑 2室0厅 南/北,5000,363,2室0厅1卫
66㎡,朝南,普陀,新湖明珠城 1室1厅 南,7300,339,1室1厅1卫
60㎡,朝南,普陀,整租·大上海城市花园 1室2厅 南,8500,457,1室2厅1卫
34㎡,朝南,普陀,整租·泰山三村 1室0厅 南,3300,1000,1室0厅1卫
71㎡,朝南,普陀,整租·浅水湾恺悦名城 1室2厅 南,10500,1000,1室2厅1卫
187㎡,朝南,普陀,雅戈尔长风8号 3室2厅 南/北,25000,776,3室2厅3卫
126㎡,朝南,普陀,阳光威尼斯(四期)(公寓) 3室2厅 南/北,7200,0,3室2厅1卫
97㎡,朝南,普陀,阳光威尼斯(四期)(公寓) 2室2厅 南,6500,0,2室2厅1卫
94㎡,朝南,普陀,雅戈尔长风8号 2室2厅 南,15500,776,2室2厅1卫
120㎡,朝南,普陀,雅戈尔长风8号 2室2厅 南/北,17000,776,2室2厅2卫
57㎡,朝南,普陀,石岚三村 2室1厅 南/北,6500,253,2室1厅1卫
103㎡,朝南,普陀,风华水岸 3室1厅 南,9800,0,3室1厅1卫
60㎡,朝南,普陀,整租·真建一小区 2室1厅 南,4000,0,2室1厅1卫
49㎡,朝南,普陀,曹杨三村(杏杨园) 2室1厅 南,5000,1175,2室1厅1卫
60㎡,朝南,普陀,杨柳青路101号 2室1厅 南,5500,860,2室1厅1卫
72㎡,朝南,普陀,桃浦六村绿春苑 3室1厅 南,4600,686,3室1厅1卫
72㎡,朝南,普陀,曹杨汽车公寓 1室1厅 南,6800,57,1室1厅1卫
35㎡,朝南,普陀,整租·普陀二村 1室1厅 南,4500,169,1室1厅1卫
65㎡,朝南,普陀,交暨小区 2室1厅 南,4800,380,2室1厅1卫
33㎡,朝南,普陀,杏园 1室0厅 南,3500,1118,1室0厅1卫
65㎡,朝南,普陀,光新大楼 1室1厅 南,6800,610,1室1厅1卫
132㎡,朝南,普陀,中环家园 4室2厅 南/北,9900,756,4室2厅2卫
90㎡,朝南,普陀,恒盛鼎城华公馆 2室2厅 南/北,5200,0,2室2厅1卫
72㎡,朝南,普陀,整租·建德花园紫荆苑 2室1厅 南/北,5300,634,2室1厅1卫
140㎡,朝南,普陀,整租·中环锦园 3室2厅 南/北,12000,0,3室2厅2卫
67㎡,朝东南,普陀,整租·乐活居 1室2厅 东南,11000,825,1室2厅1卫
126㎡,朝南,普陀,嘉华苑(普陀) 4室1厅 南,12000,1152,4室1厅2卫
93㎡,朝南,普陀,整租·真南路822弄521支弄 3室1厅 南,4500,0,3室1厅1卫
111㎡,朝东南,普陀,整租·逸流公寓 2室2厅 东南/南,13500,567,2室2厅2卫
53㎡,朝南,普陀,整租·普陀二村 2室1厅 南,6000,169,2室1厅1卫
85㎡,朝南,普陀,桃浦二村永汇新苑 2室2厅 南,4000,241,2室2厅1卫
47㎡,朝北,普陀,整租·新天大厦 1室1厅 北,4400,1151,1室1厅1卫
33㎡,朝南,普陀,整租·新天大厦 1室0厅 南,4100,1151,1室0厅1卫
47㎡,朝南,普陀,长风三村 2室1厅 南,5500,338,2室1厅1卫
77㎡,朝南,普陀,绿洲公寓 3室1厅 南,7300,0,3室1厅1卫
47㎡,朝南,普陀,整租·东沙小区 2室1厅 南,7600,613,2室1厅1卫
41㎡,朝南,普陀,宜川五村 1室1厅 南,4000,1058,1室1厅1卫
52㎡,朝南,普陀,整租·白玉新村 2室1厅 南,6500,90,2室1厅1卫
44㎡,朝南,普陀,樱花苑 1室1厅 南,3300,0,1室1厅1卫
105㎡,朝南,普陀,逸流公寓 2室2厅 南,10000,567,2室2厅1卫
50㎡,朝南,普陀,曹杨八村 2室1厅 南,4600,275,2室1厅1卫
45㎡,朝南,普陀,长风三村 1室1厅 南,4700,338,1室1厅1卫
48㎡,朝南,普陀,整租·清涧二街坊 1室1厅 南,3700,0,1室1厅1卫
125㎡,朝南,普陀,整租·绿地世纪城(二期) 3室2厅 南/北,12000,7,3室2厅2卫
59㎡,朝南,普陀,整租·汇丽花园 1室1厅 南,7200,129,1室1厅1卫
99㎡,朝南,普陀,整租·中远两湾城 2室2厅 南,9000,183,2室2厅1卫
30㎡,朝南,普陀,整租·东新支路55弄 1室0厅 南,3600,639,1室0厅1卫
59㎡,朝南,普陀,整租·汇丽花园 1室1厅 南,7000,129,1室1厅1卫
35㎡,朝南,普陀,管弄五六街坊 1室1厅 南,3700,287,1室1厅1卫
95㎡,朝南,普陀,整租·中远两湾城 2室1厅 南,9500,183,2室1厅1卫
65㎡,朝南,普陀,桃浦一村(武威路1051弄) 2室1厅 南,3500,456,2室1厅1卫
47㎡,朝南,普陀,石岚三村 2室0厅 南,5000,253,2室0厅1卫
41㎡,朝南,普陀,光新路129弄 2室1厅 南,6500,841,2室1厅1卫
74㎡,朝南,普陀,新长小区 3室1厅 南,7000,1043,3室1厅1卫
39㎡,朝南,普陀,桂巷新村 1室1厅 南,3900,1070,1室1厅1卫
33㎡,朝北,普陀,整租·世纪之门 1室1厅 北,4200,814,1室1厅1卫
116㎡,朝南,普陀,安达家园 2室2厅 南,4500,0,2室2厅1卫
58㎡,朝南,普陀,安居古浪新苑 2室1厅 南,3800,0,2室1厅1卫
35㎡,朝南,普陀,光新路129弄 1室1厅 南,3800,841,1室1厅1卫
34㎡,朝南,普陀,芝巷小区 1室1厅 南,4400,477,1室1厅1卫
63㎡,朝南,普陀,整租·万里一期 1室1厅 南,4800,739,1室1厅1卫
66㎡,朝南,普陀,杨家桥小区(普陀) 2室1厅 南/北,4700,343,2室1厅1卫
46㎡,朝南,普陀,南泉苑 1室1厅 南,4000,578,1室1厅1卫
40㎡,朝南,普陀,真北二街坊 2室0厅 南,4800,561,2室0厅1卫
95㎡,朝南,普陀,整租·苏堤春晓名苑 2室2厅 南,12000,307,2室2厅1卫
75㎡,朝南,普陀,真北新村三街坊 2室1厅 南/北,5200,794,2室1厅1卫
71㎡,朝南,普陀,真光第四小区 2室1厅 南,4900,0,2室1厅1卫
75㎡,朝南,普陀,整租·中远两湾城 1室2厅 南,6800,183,1室2厅1卫
105㎡,朝南,普陀,整租·建德花园百合苑 2室2厅 南,6300,357,2室2厅1卫
34㎡,朝南,普陀,整租·普陀二村 1室0厅 南,4300,169,1室0厅1卫
